# id	name	description	rgb
20611	Dre Vanul Warrior	"Level 32"	A9E89C
20612	Salamander Rowin	"Level 33*"	FF5555
20613	Lafi Lizardman	"Level 27"	A9E89C
20614	Lafi Lizardman Scout	"Level 28"	A9E89C
20615	Ritmal Swordsman	"Level 29*"	FF5555
20616	Lakin Undine	"Level 30"	A9E89C
20617	Sentinel Of Water	"Level 31"	A9E89C
20618	Kanil Succubus	"Level 32"	A9E89C
20619	Rowin Undine	"Level 33*"	FF5555
20620	Cave Beast	"Level 61*"	FF5555
20621	Death Wave	"Level 62*"	FF5555
20622	Malruk Soldier	"Level 63*"	FF5555
20623	Plando	"Level 64*"	FF5555
20624	Cave Howler	"Level 65*"	FF5555
20625	Malruk Knight	"Level 66*"	FF5555
20626	Malruk Berserker	"Level 67*"	FF5555
20627	Malruk Lord	"Level 68*"	FF5555
20628	Limal Karinness	"Level 69*"	FF5555
20629	Karik	"Level 70*"	FF5555
20630	Taik Orc	"Level 40"	A9E89C
20631	Taik Orc Archer	"Level 41"	A9E89C
20632	Taik Orc Warrior	"Level 42*"	FF5555
20633	Taik Orc Shaman	"Level 43"	A9E89C
20634	Taik Orc Captain	"Level 44*"	FF5555
20635	Carinkain	"Level 45*"	FF5555
20636	Forest of Mirrors Ghost	"Level 46*"	FF5555
20637	Forest of Mirrors Ghost	"Level 47*"	FF5555
20638	Forest of Mirrors Ghost	"Level 48*"	FF5555
20639	Mirror	"Level 49"	A9E89C
20640	Harit Lizardman	"Level 50"	A9E89C
20641	Harit Lizardman Grunt	"Level 51"	A9E89C
20642	Harit Lizardman Archer	"Level 52*"	FF5555
20643	Harit Lizardman Warrior	"Level 53"	A9E89C
20644	Harit Lizardman Shaman	"Level 54"	A9E89C
20645	Harit Lizardman Matriarch	"Level 55*"	FF5555
20646	Halingka	"Level 55"	A9E89C
20647	Yintzu	"Level 56*"	FF5555
20648	Paliote	"Level 57"	A9E89C
20649	Hamrut	"Level 58*"	FF5555
20650	Kranrot	"Level 59*"	FF5555
20651	Gamlin	"Level 60"	A9E89C
20652	Leogul	"Level 61*"	FF5555
20653	Lesser Giant	"Level 61"	A9E89C
20654	Lesser Giant Soldier	"Level 62"	A9E89C
20655	Lesser Giant Shooter	"Level 63*"	FF5555
20656	Lesser Giant Scout	"Level 63*"	FF5555
20657	Lesser Giant Mage	"Level 64"	A9E89C
20658	Lesser Giant Elder	"Level 65"	A9E89C
20659	Grave Wanderer	"Level 45"	A9E89C
20660	Archer of Greed	"Level 46*"	FF5555
20661	Hatar Ratman Thief	"Level 47"	A9E89C
20662	Hatar Ratman Boss	"Level 48"	A9E89C
20663	Hatar Hanishee	"Level 49"	A9E89C
20664	Deprive	"Level 50*"	FF5555
20665	Taik Orc Supply	"Level 51"	A9E89C
20666	Taik Orc Seeker	"Level 52"	A9E89C
20667	Farcran	"Level 53"	A9E89C
20668	Grave Guard	"Level 54*"	FF5555
20669	Taik Orc Supply Leader	"Level 55*"	FF5555
20670	Crimson Drake	"Level 61*"	FF5555
20671	Kadios	"Level 62*"	FF5555
20672	Trives	"Level 63"	A9E89C
20673	Falibati	"Level 64*"	FF5555
20674	Doom Knight	"Level 65*"	FF5555
20675	Tairim	"Level 50"	A9E89C
20676	Judge of Marsh	"Level 65*"	FF5555
20677	Tulben	"Level 66"	A9E89C
20678	Tortured Undead	"Level 53"	A9E89C
20679	Marsh Stalker	"Level 54"	A9E89C
20680	Marsh Drake	"Level 55*"	FF5555
20681	Vanor Silenos	"Level 45"	A9E89C
20682	Vanor Silenos Grunt	"Level 46"	A9E89C
20683	Vanor Silenos Scout	"Level 47*"	FF5555
20684	Vanor Silenos Warrior	"Level 48"	A9E89C
20685	Vanor Silenos Shaman	"Level 49"	A9E89C
20686	Vanor Silenos Chieftain	"Level 50"	A9E89C
20738	Kobold Looter Bepook	"Level 13*"	FF5555
20739	Bepook's Pet	"Level 10"	A9E89C
20742	Mystical Weaver	"Level 22"	A9E89C
20743	Howler	"Level 25*"	FF5555
20744	Red Eye Vampire Bat	"Level 22"	A9E89C
20745	Gigantiops	"Level 35*"	FF5555
20746	Young Gigantiops	"Level 31"	A9E89C
20747	Roxide	"Level 32*"	FF5555
20748	Roxide Cohort	"Level 29"	A9E89C
20749	Death Fire	"Level 32*"	FF5555
20750	Fire Archer	"Level 29"	A9E89C
20751	Snipe	"Level 44*"	FF5555
20752	Snipe Cohort	"Level 42"	A9E89C
20753	Dark Lord	"Level 50*"	FF5555
20754	Dark Knight	"Level 48"	A9E89C
20755	Talakin	"Level 30*"	FF5555
20756	Talakin Archer	"Level 28"	A9E89C
20757	Talakin Raider	"Level 27"	A9E89C
20758	Dragon Bearer Chief	"Level 49*"	FF5555
20759	Dragon Bearer Warrior	"Level 48"	A9E89C
20760	Dragon Bearer Archer	"Level 47"	A9E89C
20761	Pytan	"Level 69*"	FF5555
20762	Pytan Knight	"Level 68"	A9E89C
20763	Lord of the Plains	"Level 40*"	FF5555
20764	Shaman of the Plains	"Level 39"	A9E89C
20765	Warrior of the Plains	"Level 38"	A9E89C
20766	Scout of the Plains	"Level 36"	A9E89C
20767	Timak Orc Troop Leader	"Level 45"	A9E89C
20768	Timak Orc Troop Shaman	"Level 44"	A9E89C
20769	Timak Orc Troop Warrior	"Level 43"	A9E89C
20770	Timak Orc Troop Archer	"Level 41"	A9E89C
20771	Barif	"Level 64*"	FF5555
20772	Barif's Pet	"Level 61"	A9E89C
20773	Conjurer Bat Lord	"Level 72*"	FF5555
20774	Conjurer Bat	"Level 70"	A9E89C
20775	Bugbear Raider	"Level 17"	A9E89C
20776	Dark Succubus	"Level 20"	A9E89C
20777	Hunter Bear	"Level 14"	A9E89C
20778	Ragna Orc Overlord	"Level 39"	A9E89C
20779	Ragna Orc Seer	"Level 39"	A9E89C
20780	Bloody Axe Elite	"Level 35*"	FF5555
20781	Delu Lizardman Shaman	"Level 35"	A9E89C
20782	Ol Mahum Novice	"Level 17*"	FF5555
20783	Dread Wolf	"Level 35*"	FF5555
20784	Tasaba Lizardman	"Level 36"	A9E89C
20785	Tasaba Lizardman Shaman	"Level 37"	A9E89C
20786	Lienrik	"Level 39"	A9E89C
20787	Lienrik Lad	"Level 40*"	FF5555
20788	Rakul	"Level 35"	A9E89C
20789	Crokian	"Level 36*"	FF5555
20790	Dailaon	"Level 37"	A9E89C
20791	Crokian Warrior	"Level 38*"	FF5555
20792	Farhite	"Level 39"	A9E89C
20793	Nos	"Level 40*"	FF5555
20794	Blade Stakato	"Level 41"	A9E89C
20795	Blade Stakato Worker	"Level 42"	A9E89C
20796	Blade Stakato Warrior	"Level 43*"	FF5555
20797	Blade Stakato Drone	"Level 44"	A9E89C
20798	Water Giant	"Level 45*"	FF5555
20799	Queen Undine Lad	"Level 46"	A9E89C
20800	Eva's Seeker	"Level 47"	A9E89C
20801	Theeder Piker	"Level 48*"	FF5555
20802	Theeder Mage	"Level 49"	A9E89C
20803	Doll Master	"Level 50*"	FF5555
20804	Crokian Lad	"Level 41*"	FF5555
20805	Dailaon Lad	"Level 42"	A9E89C
20806	Crokian Lad Warrior	"Level 43*"	FF5555
20807	Farhite Lad	"Level 44"	A9E89C
20808	Nos Lad	"Level 45*"	FF5555
20809	Ghost of the Tower	"Level 60*"	FF5555
20810	Seer of Hallate	"Level 60*"	FF5555
20811	Ghastly Warrior	"Level 61*"	FF5555
20812	Archer of Despair	"Level 61*"	FF5555
20813	Crendion	"Level 62*"	FF5555
20814	Blader of Despair	"Level 62*"	FF5555
20815	Hound Dog of Hallate	"Level 63*"	FF5555
20816	Hallate's Royal Guard	"Level 63*"	FF5555
20817	Corrupt Sage	"Level 64*"	FF5555
20818	Hallate's Warrior	"Level 64*"	FF5555
20819	Archer of Abyss	"Level 65*"	FF5555
20820	Hallate's Knight	"Level 65*"	FF5555
20821	Erin Ediunce	"Level 66*"	FF5555
20822	Hallate's Maid	"Level 66*"	FF5555
20823	Platinum Tribe Soldier	"Level 67*"	FF5555
20824	Hallate's Commander	"Level 67*"	FF5555
20825	Hallate's Inspector	"Level 68*"	FF5555
20826	Platinum Tribe Archer	"Level 68*"	FF5555
20827	Platinum Tribe Warrior	"Level 69*"	FF5555
20828	Platinum Tribe Shaman	"Level 70*"	FF5555
20829	Platinum Tribe Overlord	"Level 71*"	FF5555
20830	Guardian Angel	"Level 72*"	FF5555
20831	Seal Angel	"Level 73*"	FF5555
20832	Zaken's Pikeman	"Level 43*"	FF5555
20833	Zaken's Archer	"Level 44"	A9E89C
20834	Mardian	"Level 42*"	FF5555
20835	Zaken's Seer	"Level 45*"	FF5555
20836	Pirate Zombie	"Level 44"	A9E89C
20837	Tainted Ogre	"Level 45*"	FF5555
20838	Bloody Bat	"Level 45"	A9E89C
20839	Unpleasant Humming	"Level 46*"	FF5555
20840	Death Flyer	"Level 47"	A9E89C
20841	Fiend Archer	"Level 48*"	FF5555
20842	Musveren	"Level 49"	A9E89C
20843	Zaken's Royal Guard	"Level 50*"	FF5555
20844	Kaim Vanul	"Level 51"	A9E89C
20845	Pirate's Zombie Captain	"Level 52*"	FF5555
20846	Doll Blader	"Level 53"	A9E89C
20847	Vale Master	"Level 54*"	FF5555
20848	Light Bringer	"Level 46*"	FF5555
20849	Light Worm	"Level 41*"	FF5555
20850	Golden Stag Lord	"Level 50"	A9E89C
20851	Theeder	"Level 47*"	FF5555
20852	Banshee	"Level 60*"	FF5555
20853	Kel Mahum	"Level 65*"	FF5555
20854	Kel Mahum Warrior	"Level 66*"	FF5555
20855	Kel Mahum Archer	"Level 67"	A9E89C
20856	Kel Mahum Shaman	"Level 68*"	FF5555
20857	Kel Mahum Champion	"Level 70*"	FF5555
20858	Angel	"Level 72*"	FF5555
20859	Guardian Angel	"Level 72*"	FF5555
20860	Seal Angel	"Level 73*"	FF5555
20861	Oel Mahum Champion	"Level 56*"	FF5555
20862	Death Lord	"Level 75"	A9E89C
20919	Maille Lizardman	"Level 20"	A9E89C
20920	Maille Lizardman Scout	"Level 22"	A9E89C
20921	Maille Lizardman Guard	"Level 24*"	FF5555
20922	Maille Lizardman Warrior	"Level 26"	A9E89C
20923	Maille Lizardman Shaman	"Level 28"	A9E89C
20924	Maille Lizardman Matriarch	"Level 30*"	FF5555
20925	Giant Araneid	"Level 24"	A9E89C
20926	Poison Araneid	"Level 25"	A9E89C
20927	King of the Araneid	"Level 27*"	FF5555
20928	Hatu Weird Bee	"Level 30*"	FF5555
20929	Hatu Dire Wolf	"Level 32"	A9E89C
20930	Hatu Brown Bear	"Level 34*"	FF5555
20931	Hatu Onyx Beast	"Level 36"	A9E89C
20932	Hatu Crimson Bear	"Level 38"	A9E89C
20933	Hatu Windsus	"Level 40*"	FF5555
20934	Wasp Worker	"Level 35"	A9E89C
20935	Wasp Leader	"Level 37*"	FF5555
20936	Tanor Silenos	"Level 40"	A9E89C
20937	Tanor Silenos Grunt	"Level 42"	A9E89C
20938	Tanor Silenos Scout	"Level 44"	A9E89C
20939	Tanor Silenos Warrior	"Level 46*"	FF5555
20940	Tanor Silenos Shaman	"Level 48"	A9E89C
20941	Tanor Silenos Chieftain	"Level 50*"	FF5555
20942	Nightmare Guide	"Level 43"	A9E89C
20943	Nightmare Keeper	"Level 45"	A9E89C
20944	Nightmare Lord	"Level 47*"	FF5555
20945	Cadeine	"Level 50"	A9E89C
20946	Sanhidro	"Level 52"	A9E89C
20947	Connabi	"Level 54"	A9E89C
20948	Bartal	"Level 56"	A9E89C
20949	Luminun	"Level 58"	A9E89C
20950	Innersen	"Level 60*"	FF5555
20951	Pobby's Maid	"Level 53"	A9E89C
20952	Pobby Escort	"Level 55"	A9E89C
20953	Pobby	"Level 57*"	FF5555
20954	Hungered Corpse	"Level 60"	A9E89C
20955	Ghostly Warrior	"Level 62"	A9E89C
20956	Past Knight	"Level 64*"	FF5555
20957	Nihil Invader	"Level 66"	A9E89C
20958	Death Agent	"Level 68"	A9E89C
20959	Dark Guard	"Level 70*"	FF5555
20960	Bloody Ghost	"Level 64"	A9E89C
20961	Bloody Knight	"Level 65"	A9E89C
20962	Bloody Priest	"Level 66"	A9E89C
20963	Bloody Lord	"Level 68*"	FF5555
20964	Huge Footmark	"Level 70"	A9E89C
20965	Chimera Piece	"Level 72"	A9E89C
20966	Changed Creation	"Level 74*"	FF5555
20967	Past Creature	"Level 76"	A9E89C
20968	Nonexistent Man	"Level 78"	A9E89C
20969	Giant's Shadow	"Level 79*"	FF5555
20970	Soldier of Ancient Times	"Level 73"	A9E89C
20971	Warrior of Ancient Times	"Level 75"	A9E89C
20972	Shaman of Ancient Times	"Level 75"	A9E89C
20973	Forgotten Ancient People	"Level 77*"	FF5555
20974	Spiteful Soul Leader	"Level 65"	A9E89C
20975	Spiteful Soul Wizard	"Level 63"	A9E89C
20976	Spiteful Soul Fighter	"Level 62"	A9E89C
20977	Elmoradan's Lady	"Level 65*"	FF5555
20978	Elmoradan's Archer Escort	"Level 64"	A9E89C
20979	Elmoradan's Maid	"Level 64"	A9E89C
20980	Hallate's Follower Mul	"Level 68*"	FF5555
20981	Mul's Wizard	"Level 67"	A9E89C
20982	Mul's Knight	"Level 67"	A9E89C
20983	Binder	"Level 73*"	FF5555
20984	Bound Warrior	"Level 72"	A9E89C
20985	Bound Archer	"Level 72"	A9E89C
20986	Sairon	"Level 54*"	FF5555
20987	Sairon's Doll	"Level 53"	A9E89C
20988	Sairon's Puppet	"Level 53"	A9E89C
20989	Lageos	"Level 38"	A9E89C
20990	Pageos	"Level 38"	A9E89C
20991	Swamp Tribe	"Level 45*"	FF5555
20992	Swamp Alligator	"Level 44"	A9E89C
20993	Swamp Warrior	"Level 44"	A9E89C
20994	Garden Guard Leader	"Level 50*"	FF5555
20995	Garden Guard	"Level 48"	A9E89C
20996	Spiteful Ghost of Ruins	"Level 50*"	FF5555
20997	Soldier of Grief	"Level 51"	A9E89C
20998	Cruel Punisher	"Level 52"	A9E89C
20999	Roving Soul	"Level 53"	A9E89C
21000	Soul of Ruins	"Level 54*"	FF5555
21001	Wretched Archer	"Level 55"	A9E89C
21002	Doom Scout	"Level 56*"	FF5555
21003	Grave Lich	"Level 57"	A9E89C
21004	Dismal Pole	"Level 58*"	FF5555
21005	Grave Predator	"Level 59*"	FF5555
21006	Doom Servant	"Level 60*"	FF5555
21007	Doom Guard	"Level 61"	A9E89C
21008	Doom Archer	"Level 62*"	FF5555
21009	Doom Trooper	"Level 63"	A9E89C
21010	Doom Warrior	"Level 64"	A9E89C
21011	Ol Mahum Van Grunt	"Level 30"	A9E89C
21012	Magical Eye	"Level 31*"	FF5555
21013	Ol Mahum Van Archer	"Level 32"	A9E89C
21014	Lesser Warlike Tyrant	"Level 33*"	FF5555
21015	Ol Mahum Van Leader	"Level 34*"	FF5555
21016	Warlike Tyrant	"Level 35"	A9E89C
21017	Fallen Orc	"Level 55"	A9E89C
21018	Ancient Gargoyle	"Level 56*"	FF5555
21019	Fallen Orc Archer	"Level 57"	A9E89C
21020	Fallen Orc Shaman	"Level 58"	A9E89C
21021	Sharp Talon Tiger	"Level 59*"	FF5555
21022	Fallen Orc Captain	"Level 60*"	FF5555
21023	Sobbing Wind	"Level 26"	A9E89C
21024	Babbling Wind	"Level 27"	A9E89C
21025	Giggling Wind	"Level 28"	A9E89C
21026	Singing Wind	"Level 29*"	FF5555
21034	Ogre	"Level 38*"	FF5555
21035	Catherok	"Level 42*"	FF5555
21036	Shindebarn	"Level 44*"	FF5555
21037	Ossiud	"Level 47*"	FF5555
21038	Liangma	"Level 49*"	FF5555
21039	Snipe Cohort	"Level 43"	A9E89C
21040	Soldier of Darkness	"Level 49"	A9E89C
21058	Beast Lord	"Level 60*"	FF5555
21059	Beast Guardian	"Level 59"	A9E89C
21060	Beast Seer	"Level 59"	A9E89C
21061	Hallate's Guardian	"Level 69*"	FF5555
21062	Messenger Angel	"Level 70*"	FF5555
21063	Messenger Angel	"Level 70*"	FF5555
21064	Platinum Guardian Archer	"Level 71*"	FF5555
21065	Platinum Guardian Warrior	"Level 72*"	FF5555
21066	Platinum Guardian Shaman	"Level 73*"	FF5555
21067	Guardian Archangel	"Level 74*"	FF5555
21068	Guardian Archangel	"Level 74*"	FF5555
21069	Platinum Guardian Prefect	"Level 74*"	FF5555
21070	Seal Archangel	"Level 75*"	FF5555
21071	Seal Archangel	"Level 75*"	FF5555
21072	Platinum Guardian Chief	"Level 75*"	FF5555
21073	Guardian Warrior of Elmoreden	"Level 64"	A9E89C
21074	Bound Shaman	"Level 72"	A9E89C
21075	Slaughter Bathin	"Level 63*"	FF5555
21076	Bathin's Knight	"Level 62"	A9E89C
21077	Bathin's Wizard	"Level 62"	A9E89C
21078	Magus Valac	"Level 70*"	FF5555
21079	Valac's Creature	"Level 69"	A9E89C
21080	Valac's Guardian Spirit	"Level 69"	A9E89C
21081	Power Angel Amon	"Level 75*"	FF5555
21082	Amon's Captain of the Guards	"Level 74"	A9E89C
21083	Amon's Spirits	"Level 74"	A9E89C
21084	Bloody Lady	"Level 60*"	FF5555
21085	Bloody Sniper	"Level 71*"	FF5555
21086	Bloody Liviona	"Level 72*"	FF5555
21087	Bloody Knight	"Level 73*"	FF5555
21088	Bloody Banshee	"Level 74*"	FF5555
21089	Bloody Lord	"Level 75*"	FF5555
21090	Bloody Guardian	"Level 75*"	FF5555
21091	Bloody Keeper	"Level 74"	A9E89C
21092	Bloody Mystic	"Level 74"	A9E89C
21093	Ratman Sub Chieftain	"Level 19*"	FF5555
21094	Ratman Chieftain	"Level 20"	A9E89C
21095	Giant Poison Bee	"Level 21"	A9E89C
21096	Cloudy Beast	"Level 22*"	FF5555
21097	Young Araneid	"Level 23*"	FF5555
21098	Plain Grizzly	"Level 24"	A9E89C
21099	Cloudy Beast Turen	"Level 25*"	FF5555
21100	Langk Lizardman Sentinel	"Level 19*"	FF5555
21101	Langk Lizardman Shaman	"Level 24"	A9E89C
21102	Watchman of the Plains	"Level 30*"	FF5555
21103	Roughly Hewn Rock Golem	"Level 31"	A9E89C
21104	Delu Lizardman Supplier	"Level 32"	A9E89C
21105	Delu Lizardman Special Agent	"Level 33"	A9E89C
21106	Cursed Seer	"Level 34*"	FF5555
21107	Delu Lizardman Commander	"Level 35"	A9E89C
21108	Glow Wisp	"Level 67"	A9E89C
21109	Hames Orc Scout	"Level 68"	A9E89C
21110	Marsh Predator	"Level 69"	A9E89C
21111	Lava Wyrm	"Level 70*"	FF5555
21112	Hames Orc Footman	"Level 71"	A9E89C
21113	Hames Orc Sniper	"Level 72"	A9E89C
21114	Cursed Guardian	"Level 73"	A9E89C
21115	Hames Orc Shaman	"Level 74"	A9E89C
21116	Hames Orc Overlord	"Level 75*"	FF5555
21117	Kasha Imp	"Level 19"	A9E89C
21118	Baar Dre Vanul	"Level 20*"	FF5555
21119	Hobgoblin	"Level 21"	A9E89C
21120	Kasha Imp Turen	"Level 22*"	FF5555
21121	Kasha Dire Wolf	"Level 23*"	FF5555
21122	Kasha Bugbear	"Level 24*"	FF5555
21123	Baar Dre Vanul Destroyer	"Level 25*"	FF5555
21124	Red Eye Barbed Bat	"Level 18"	A9E89C
21125	Northern Trimden	"Level 19*"	FF5555
21126	Kerope Werewolf	"Level 20"	A9E89C
21127	Northern Goblin	"Level 21"	A9E89C
21128	Spine Golem	"Level 22"	A9E89C
21129	Kerope Werewolf Chief	"Level 23*"	FF5555
21130	Northern Goblin Leader	"Level 24*"	FF5555
21131	Enchanted Spine Golem	"Level 25"	A9E89C
21132	Underground Kobold	"Level 24"	A9E89C
21133	Dead Pit Skeleton Archer	"Level 25"	A9E89C
21134	Dead Pit Spartoi	"Level 26*"	FF5555
21135	Underground Kobold Warrior	"Level 27"	A9E89C
21136	Dead Pit Horror	"Level 28"	A9E89C
21137	Iron Ore Golem	"Level 29*"	FF5555
21138	Greedy Geist	"Level 30"	A9E89C
21139	Catacomb Barbed Bat	"Level 23*"	FF5555
21140	Catacomb Wisp	"Level 26*"	FF5555
21141	Catacomb Serpent	"Level 28*"	FF5555
21142	Grave Keeper Spartoi	"Level 29*"	FF5555
21143	Catacomb Scavenger Bat	"Level 31*"	FF5555
21144	Catacomb Shadow	"Level 34*"	FF5555
21145	Catacomb Stakato Soldier	"Level 38*"	FF5555
21146	Grave Keeper Dark Horror	"Level 40*"	FF5555
21147	Catacomb Gargoyle	"Level 43*"	FF5555
21148	Catacomb Liviona	"Level 44*"	FF5555
21149	Decayed Ancient Pikeman	"Level 46*"	FF5555
21150	Decayed Ancient Soldier	"Level 49*"	FF5555
21151	Decayed Ancient Knight	"Level 50*"	FF5555
21152	Purgatory Wisp	"Level 53*"	FF5555
21153	Purgatory Serpent	"Level 56*"	FF5555
21154	Hell Keeper Medusa	"Level 58*"	FF5555
21155	Purgatory Conjurer	"Level 59*"	FF5555
21156	Purgatory Shadow	"Level 61*"	FF5555
21157	Purgatory Tarantula	"Level 64*"	FF5555
21158	Hell Keeper Crimson Doll	"Level 67*"	FF5555
21159	Purgatory Gargoyle	"Level 68*"	FF5555
21160	Purgatory Liviona	"Level 71*"	FF5555
21161	Lesser Ancient Soldier	"Level 73*"	FF5555
21162	Lesser Ancient Scout	"Level 74*"	FF5555
21163	Lesser Ancient Shaman	"Level 76*"	FF5555
21164	Guardian Spirit of Ancient Holy Ground	"Level 79*"	FF5555
21165	Lesser Ancient Warrior	"Level 80*"	FF5555
21166	Lith Scout	"Level 21"	A9E89C
21167	Lith Witch	"Level 24"	A9E89C
21168	Lith Warrior	"Level 27"	A9E89C
21169	Lith Guard	"Level 30"	A9E89C
21170	Lith Medium	"Level 33"	A9E89C
21171	Lith Overlord	"Level 36"	A9E89C
21172	Lith Patrolman	"Level 39"	A9E89C
21173	Lith Shaman	"Level 42"	A9E89C
21174	Lith Commander	"Level 45"	A9E89C
21175	Lilim Butcher	"Level 48"	A9E89C
21176	Lilim Magus	"Level 51"	A9E89C
21177	Lilim Knight Errant	"Level 54"	A9E89C
21178	Lilim Marauder	"Level 57"	A9E89C
21179	Lilim Priest	"Level 60"	A9E89C
21180	Lilim Knight	"Level 63"	A9E89C
21181	Lilim Assassin	"Level 66"	A9E89C
21182	Lilim Soldier	"Level 69"	A9E89C
21183	Lilim Knight Commander	"Level 72"	A9E89C
21184	Lilim Slayer	"Level 75"	A9E89C
21185	Lilim Great Mystic	"Level 78"	A9E89C
21186	Lilim Court Knight	"Level 80"	A9E89C
21187	Gigant Slave	"Level 21"	A9E89C
21188	Gigant Acolyte	"Level 24"	A9E89C
21189	Gigant Overseer	"Level 27"	A9E89C
21190	Gigant Footman	"Level 30"	A9E89C
21191	Gigant Cleric	"Level 33"	A9E89C
21192	Gigant Officer	"Level 36"	A9E89C
21193	Gigant Raider	"Level 39"	A9E89C
21194	Gigant Confessor	"Level 42"	A9E89C
21195	Gigant Commander	"Level 45"	A9E89C
21196	Nephilim Sentinel	"Level 48"	A9E89C
21197	Nephilim Priest	"Level 51"	A9E89C
21198	Nephilim Swordsman	"Level 54"	A9E89C
21199	Nephilim Guard	"Level 57"	A9E89C
21200	Nephilim Bishop	"Level 60"	A9E89C
21201	Nephilim Centurion	"Level 63"	A9E89C
21202	Nephilim Scout	"Level 66"	A9E89C
21203	Nephilim Archbishop	"Level 69"	A9E89C
21204	Nephilim Praetorian	"Level 72"	A9E89C
21205	Nephilim Royal Guard	"Level 75"	A9E89C
21206	Nephilim Cardinal	"Level 78"	A9E89C
21207	Nephilim Commander	"Level 80"	A9E89C
21208	Hallowed Watchman	"Level 20"	A9E89C
21209	Hallowed Seer	"Level 22*"	FF5555
21210	Vault Guardian	"Level 25*"	FF5555
21211	Vault Seer	"Level 27*"	FF5555
21212	Hallowed Sentinel	"Level 30"	A9E89C
21213	Hallowed Monk	"Level 32*"	FF5555
21214	Vault Sentinel	"Level 35*"	FF5555
21215	Vault Monk	"Level 37*"	FF5555
21216	Overlord of the Holy Lands	"Level 40"	A9E89C
21217	Hallowed Priest	"Level 42*"	FF5555
21218	Vault Overlord	"Level 45*"	FF5555
21219	Vault Priest	"Level 47*"	FF5555
21220	Sepulcher Archon	"Level 50"	A9E89C
21221	Sepulcher Inquisitor	"Level 52*"	FF5555
21222	Sepulcher Archon	"Level 55*"	FF5555
21223	Sepulcher Inquisitor	"Level 57*"	FF5555
21224	Sepulcher Guardian	"Level 60"	A9E89C
21225	Sepulcher Sage	"Level 62*"	FF5555
21226	Sepulcher Guardian	"Level 65*"	FF5555
21227	Sepulcher Sage	"Level 67*"	FF5555
21228	Sepulcher Guard	"Level 70"	A9E89C
21229	Sepulcher Preacher	"Level 72*"	FF5555
21230	Sepulcher Guard	"Level 75*"	FF5555
21231	Sepulcher Preacher	"Level 77*"	FF5555
21232	Barrow Guardian	"Level 20"	A9E89C
21233	Barrow Seer	"Level 22"	A9E89C
21234	Grave Guardian	"Level 25"	A9E89C
21235	Grave Seer	"Level 27"	A9E89C
21236	Barrow Sentinel	"Level 30"	A9E89C
21237	Barrow Monk	"Level 32*"	FF5555
21238	Grave Sentinel	"Level 35*"	FF5555
21239	Grave Monk	"Level 37*"	FF5555
21240	Barrow Overlord	"Level 40"	A9E89C
21241	Barrow Priest	"Level 42*"	FF5555
21242	Grave Overlord	"Level 45*"	FF5555
21243	Grave Priest	"Level 47*"	FF5555
21244	Crypt Archon	"Level 50"	A9E89C
21245	Crypt Inquisitor	"Level 52*"	FF5555
21246	Tomb Archon	"Level 55*"	FF5555
21247	Tomb Inquisitor	"Level 57*"	FF5555
21248	Crypt Guardian	"Level 60"	A9E89C
21249	Crypt Sage	"Level 62*"	FF5555
21250	Tomb Guardian	"Level 65*"	FF5555
21251	Tomb Sage	"Level 67*"	FF5555
21252	Crypt Guard	"Level 70"	A9E89C
21253	Crypt Preacher	"Level 72*"	FF5555
21254	Tomb Guard	"Level 75*"	FF5555
21255	Tomb Preacher	"Level 77*"	FF5555
21256	Underground Werewolf	"Level 23*"	FF5555
21257	Evil Eye Seer	"Level 18"	A9E89C
21258	Fallen Orc Shaman	"Level 58"	A9E89C
21259	Fallen Orc Shaman	"Level 59*"	FF5555
21260	Betrayer Orc Hero	"Level 50"	A9E89C
21261	Ol Mahum Transcender	"Level 50"	A9E89C
21262	Ol Mahum Transcender	"Level 53*"	FF5555
21263	Ol Mahum Transcender	"Level 55*"	FF5555
21264	Ol Mahum Transcender	"Level 58*"	FF5555
21265	Cave Ant Larva	"Level 36"	A9E89C
21266	Cave Ant Larva	"Level 36"	A9E89C
21267	Cave Ant Larva	"Level 36"	A9E89C
21268	Cave Ant Larva	"Level 36"	A9E89C
21269	Cave Ant	"Level 37*"	FF5555
21270	Cave Ant Soldier	"Level 38*"	FF5555
21271	Cave Ant	"Level 37*"	FF5555
21272	Cave Ant Soldier	"Level 38*"	FF5555
21273	Cave Noble Ant	"Level 39*"	FF5555
21274	Kookaburra	"Level 67"	A9E89C
21275	Kookaburra	"Level 67"	A9E89C
21276	Kookaburra	"Level 67"	A9E89C
21278	Antelope	"Level 68"	A9E89C
21279	Antelope	"Level 68"	A9E89C
21280	Antelope	"Level 68"	A9E89C
21282	Bandersnatch	"Level 69*"	FF5555
21283	Bandersnatch	"Level 69*"	FF5555
21284	Bandersnatch	"Level 69*"	FF5555
21286	Buffalo	"Level 70"	A9E89C
21287	Buffalo	"Level 70"	A9E89C
21288	Buffalo	"Level 70"	A9E89C
21290	Grendel	"Level 71*"	FF5555
21291	Grendel	"Level 71*"	FF5555
21292	Grendel	"Level 71*"	FF5555
21294	Canyon Antelope	"Level 68"	A9E89C
21295	Canyon Antelope Slave	"Level 69*"	FF5555
21296	Canyon Bandersnatch	"Level 70*"	FF5555
21297	Canyon Bandersnatch Slave	"Level 71*"	FF5555
21298	Eye of Restrainer	"Level 71*"	FF5555
21299	Buffalo Slave	"Level 72*"	FF5555
